Device Type,Weight,Size,Resolution,PPI,Ethernet,Speed,Generation,Solid State Drive,Laptop Brand,Price,OS,Warranty,Touch,Anti Glare Screen,Camera,Optical Drive,Processor,Brand,RAM,USB Type-C,USB 3.0,USB 2.0,Max Speed
Netbook,2.6,15.6,2560 x 1440 pixels,188,1,3.5,12,1024,Acer,32994364.500000004,Windows 11 Home,1,0,1,1,0,Intel Core i7,NVIDIA,16 GB DDR5,1,1,0,4.7
Netbook,2.6,15.6,2560 x 1440 pixels,188,1,3.5,12,1024,Acer,29317639.5,Windows 11 Home,1,0,0,1,0,Intel Core i7,NVIDIA,16 GB DDR5,1,1,0,4.7
Netbook,2.3,15.6,1920 x 1080 pixels,141,1,2.9,4,512,ASUS,13417783.65,Windows 11 Home,1,0,1,1,0,AMD Ryzen 7,NVIDIA,8 GB DDR4,1,3,0,4.2
Netbook,1.8,14.0,1920 x 1080 pixels,141,0,3.0,12,1024,Dell,39670731.45,Windows 11,1,0,1,1,0,Intel Core i7,NVIDIA,32 GB LPDDR5,1,1,0,4.7
Netbook,2.3,17.3,1920 x 1080 pixels,127,1,3.2,6,512,ASUS,17619997.5,Windows 10 Home,1,0,1,1,0,AMD Ryzen 7,NVIDIA,16 GB DDR4,1,3,0,4.7
Netbook,2.3,15.6,1920 x 1080 pixels,141,1,3.2,6,1024,ASUS,26583664.5,Windows 11 Home,1,0,1,0,0,AMD Ryzen 7,NVIDIA,16 GB DDR5,2,2,0,4.7
Netbook,2.6,17.3,1920 x 1080 pixels,127,1,4.5,12,512,ASUS,16779064.5,Windows 11 Home,1,0,1,1,0,Intel Core i5,NVIDIA,16 GB DDR5,1,2,0,4.5
Netbook,2.6,17.32,1920 x 1080 pixels,127,1,2.3,11,512,MSI,16969500.0,Windows 11 Home,1,0,1,1,0,Intel Core i7,NVIDIA,16 GB,1,2,1,4.6
Netbook,1.86,15.6,1920 x 1080 pixels,141,1,2.2,11,512,MSI,10934014.5,Windows 10 Home,2,0,1,1,0,Intel Core i5,NVIDIA,8 GB DDR4,1,3,0,4.5
Netbook,2.25,15.6,1920 x 1080 pixels,141,1,3.1,11,512,Lenovo,14037358.95,Windows 11 Home,1,0,1,1,0,Intel Core i5,NVIDIA,16 GB DDR4,1,2,0,4.4
Netbook,2.48,16.1,1920 x 1080 pixels,137,1,2.2,11,512,HP,15442245.0,Windows 11 Home,1,0,1,1,0,Intel Core i5,NVIDIA,8 GB DDR4,1,3,0,4.5
Netbook,2.3,15.6,1080 x 1920 pixels,141,1,2.9,4,1024,ASUS,16213414.500000002,Windows 11 Home,1,0,1,1,0,AMD Ryzen 7,NVIDIA,8 GB DDR4,1,3,0,4.2
Netbook,2.2,15.6,1920 x 1080 pixels,141,1,4.7,12,1024,ASUS,21645540.0,Windows 11 Home,1,0,1,1,0,Intel Core i7,NVIDIA,16 GB DDR5,0,0,0,4.7
Netbook,2.3,15.6,2560 x 1440 pixels,141,1,2.5,11,1024,Acer,23023840.5,Windows 11 Home,1,0,1,1,0,Intel Core i9,NVIDIA,16 GB DDR4,1,1,0,4.9
Netbook,2.3,17.3,2560 x 1440 pixels,170,0,4.7,6,1024,ASUS,27526414.5,Windows 11 Home,1,0,1,0,0,AMD Ryzen 7,NVIDIA,16 GB DDR5,0,1,2,4.7
Netbook,2.23,15.6,1920 x 1080 pixels,141,1,2.5,10,512,HP,11501361.45,Windows 11 Home,1,0,1,1,0,Intel Core i5,NVIDIA,8 GB DDR4,1,3,0,4.5
Netbook,2.25,15.6,1920 x 1080 pixels,141,1,3.1,11,512,Lenovo,12114337.5,Windows 11 Home,1,0,1,1,0,Intel Core i5,NVIDIA,8 GB DDR4,1,2,0,4.4
Netbook,2.3,15.6,2560 x 1440 pixels,188,1,3.2,6,1024,ASUS,25565494.5,Windows 11 Home,1,0,1,0,0,AMD Ryzen 7,NVIDIA,16 GB DDR5,1,2,0,4.7
Netbook,2.57,15.6,1920 x 1080 pixels,141,1,3.5,12,512,Dell,22474971.450000003,Windows 11 Home,1,0,1,1,0,Intel Core i7,NVIDIA,16 GB DDR5,0,3,0,4.7
Netbook,2.2,15.6,1920 x 1080 pixels,141,1,2.5,10,512,Lenovo,12065314.5,Windows 10 Home,1,0,1,1,0,Intel Core i5,NVIDIA,8 GB DDR4,0,2,1,4.5
Netbook,2.44,15.6,1920 x 1080 pixels,141,0,2.1,11,512,Dell,13688541.45,Windows 11,1,0,1,1,0,Intel Core i5,NVIDIA,8 GB DDR4,0,2,1,4.4
Netbook,2.44,15.6,1920 x 1080 pixels,141,0,2.1,11,512,Dell,14139364.5,Windows 11,1,0,1,1,0,Intel Core i5,NVIDIA,16 GB DDR4,0,2,1,4.4
Netbook,2.57,15.6,1920 x 1080 pixels,141,1,3.5,12,1024,Dell,21964189.5,Windows 11 Home,1,0,0,1,0,Intel Core i7,NVIDIA,16 GB DDR5,0,3,1,4.7
Netbook,2.48,16.1,1920 x 1080 pixels,137,1,3.2,5,512,HP,18098914.5,Windows 11 Home,1,0,1,0,0,AMD Ryzen 7,NVIDIA,16 GB DDR4,1,1,0,4.4
Netbook,2.38,15.6,2560 x 1440 pixels,188,1,3.0,12,1024,MSI,47514411.45,Windows 11 Home,1,0,1,1,0,Intel Core i7,NVIDIA,16 GB DDR4,1,3,0,4.7
Netbook,3.0,15.6,1920 x 1080 pixels,141,1,3.2,6,1024,ASUS,21115714.5,Windows 11 Home,1,0,1,1,0,AMD Ryzen 7,NVIDIA,16 GB DDR,1,2,0,4.7
Netbook,1.6,14.0,2560 x 1440 pixels,210,0,2.8,5,512,ASUS,22626000.0,Windows 11 Home,1,0,1,0,0,AMD Ryzen 7,NVIDIA,16 GB DDR4,2,2,0,4.4
Netbook,2.3,15.6,1920 x 1080 pixels,141,0,2.5,11,512,ASUS,20551950.0,Windows 10 Home,1,0,1,0,0,Intel Core i7,INTEL,16 GB DDR4,0,4,0,4.6
Netbook,2.6,17.3,1920 x 1080 pixels,127,0,3.2,6,1024,ASUS,20598521.85,Windows 11 Home,1,0,1,1,0,AMD Ryzen 7,NVIDIA,16 GB DDR5,0,4,0,4.7
Netbook,2.3,15.6,2560 x 1440 pixels,188,0,2.5,12,1024,ASUS,43364614.5,Windows 11 Home,1,0,1,0,0,Intel Core i9,NVIDIA,32 GB DDR5,1,2,0,2.5
Netbook,2.6,15.6,1920 x 1080 pixels,141,1,4.7,12,512,Acer,19795864.5,Windows 11 Home,1,0,1,1,0,Intel Core i7,NVIDIA,16 GB DDR4,1,1,0,4.7
Netbook,2.2,15.6,1920 x 1080 pixels,141,1,2.7,11,512,Acer,11311114.5,Windows 11 Home,1,0,1,1,0,Intel Core i5,NVIDIA,8 GB DDR4,1,1,0,4.5
Netbook,2.5,15.6,1920 x 1080 pixels,141,0,3.3,12,512,Acer,14706900.0,Windows 11 Home,1,0,1,1,0,Intel Core i5,NVIDIA,8 GB DDR4,1,2,1,4.5
Netbook,1.98,15.6,1920 x 1080 pixels,141,1,3.3,5,512,HP,13820715.0,Windows 11 Home,1,0,1,1,0,AMD Ryzen 5,NVIDIA,8 GB DDR4,1,1,1,4.2
Netbook,2.48,16.1,1920 x 1080 pixels,137,1,3.3,5,512,HP,15875532.9,Windows 11 Home,1,0,1,1,0,AMD Ryzen 5,NVIDIA,8 GB DDR4,1,2,1,4.2
Netbook,3.5,17.32,1920 x 1080 pixels,127,1,3.0,12,1024,MSI,26395114.5,Windows 11 Home,1,0,1,1,0,Intel Core i7,NVIDIA,16 GB,0,2,1,4.7
Netbook,2.2,16.0,2560 x 1600 pixels,189,0,2.3,11,1024,MSI,36578511.45,Windows 10 Home,1,0,1,1,0,Intel Tiger Lake,NVIDIA,16 GB DDR4,0,2,0,4.6
Netbook,2.2,15.6,1920 x 1080 pixels,141,0,3.0,12,512,ASUS,18687190.5,Windows 11 Home,1,0,1,1,0,Intel Core i7,NVIDIA,16 GB DDR5,0,3,0,4.7
Netbook,2.01,16.0,3072 x 1920 pixels,226,0,2.3,11,1024,Dell,30544911.450000003,Windows 11,1,0,1,1,0,Intel Core i7,NVIDIA,16 GB DDR4,0,2,0,4.6
Netbook,3.02,17.3,1920 x 1080 pixels,141,0,2.3,11,1024,Dell,54905760.0,Windows 11,1,0,1,1,0,Intel Core i7,NVIDIA,32 GB DDR4,1,2,0,4.6
Netbook,2.34,15.6,1920 x 1080 pixels,141,0,5.0,12,1024,Dell,67236930.0,Windows 11,1,0,1,1,0,Intel Core i9,NVIDIA,32 GB DDR5,1,2,0,5.0
Netbook,2.26,16.0,2560 x 1600 pixels,189,0,2.3,11,1024,MSI,26873088.75,Windows 10 Home,1,0,1,1,0,Intel Tiger Lake,NVIDIA,16 GB DDR4,1,2,1,4.6
Netbook,2.34,15.6,1920 x 1080 pixels,141,0,3.0,12,1024,Dell,46475689.5,Windows 11,1,0,1,1,0,Intel Core i7,NVIDIA,16 GB DDR5,1,2,0,4.7
Netbook,2.4,15.6,1920 x 1080 pixels,141,1,1.9,11,512,Dell,26887041.450000003,Windows 11,1,0,1,1,0,Intel Core i7,NVIDIA,16 GB DDR4,1,1,2,4.6
Netbook,2.32,16.1,1920 x 1080 pixels,137,1,3.3,5,512,HP,13273920.0,Windows 11 Home,1,0,1,1,0,AMD Ryzen 5,NVIDIA,8 GB DDR4,1,3,0,4.2
Netbook,2.32,16.1,1920 x 1080 pixels,137,1,3.2,5,1024,HP,21434364.0,Windows 11 Home,1,0,1,1,0,AMD Ryzen 7,AMD,16 GB DDR4,1,0,2,4.4
Netbook,2.44,15.6,1920 x 1080 pixels,141,1,2.2,11,512,Dell,18383625.0,Windows 11,1,0,1,1,0,Intel Core i5,NVIDIA,16 GB DDR4,0,1,2,4.5
Netbook,2.3,15.6,1920 x 1080 pixels,141,1,3.2,5,512,Lenovo,14893564.5,Windows 11 Home,1,0,1,1,0,AMD Ryzen 7,NVIDIA,16 GB DDR4,0,2,1,4.4
Netbook,2.57,15.6,1920 x 1080 pixels,141,1,3.2,5,512,Dell,16686675.000000002,Windows 11 Home,1,0,1,1,0,AMD Ryzen 7,NVIDIA,16 GB DDR4,0,1,2,4.4
Netbook,2.1,15.6,1920 x 1080 pixels,141,0,4.2,4,512,ASUS,15743736.45,Windows 11 Home,1,0,1,0,0,AMD Ryzen 7,NVIDIA,8 GB DDR4,1,3,0,4.2
Netbook,2.57,15.6,1920 x 1080 pixels,141,0,3.2,5,512,Dell,13351979.7,Windows 11 Home,1,0,0,1,0,AMD Ryzen 5,NVIDIA,16 GB DDR4,0,1,2,4.2
Netbook,1.6,14.0,2560 x 1440 pixels,210,0,4.4,5,1024,ASUS,20361514.5,Windows 11 Home,1,0,1,0,0,AMD Ryzen 7,NVIDIA,16 GB DDR4,1,2,0,4.4
Netbook,2.47,15.6,2560 x 1440 pixels,188,1,3.0,12,1024,MSI,31674514.500000004,Windows 11 Home,2,0,1,1,0,Intel Core i7,NVIDIA,16 GB DDR4,1,2,1,4.7
Netbook,2.38,15.6,1920 x 1080 pixels,188,1,4.6,11,1024,MSI,29225250.0,Windows 10 Home,2,0,1,1,0,Intel Core i7,NVIDIA,16 GB DDR4,1,3,0,4.6
Netbook,1.9,15.6,1920 x 1080 pixels,141,1,2.9,4,512,ASUS,18382682.25,Windows 10 Home,1,0,1,0,0,AMD Ryzen 7,NVIDIA,16 GB DDR4,1,3,0,4.2
Netbook,2.38,15.6,1920 x 1080 pixels,141,1,2.3,11,1024,MSI,23285925.0,Windows 10,1,0,1,1,0,Intel Core i7,NVIDIA,16 GB,2,2,0,4.6
Netbook,2.4,15.6,1920 x 1080 pixels,141,1,1.9,11,512,Dell,19607314.5,Windows 11,1,0,1,1,0,Intel Core i7,NVIDIA,16 GB DDR4,0,1,2,4.6
Netbook,2.3,15.6,1920 x 1080 pixels,141,0,2.5,10,1024,ASUS,11218725.0,Windows 11,1,0,1,1,0,Intel Core i5,NVIDIA,8 GB,0,1,2,4.5
Netbook,1.45,14.0,2880 x 1800 pixels,243,0,3.3,5,1024,ASUS,19609200.0,Windows 11 Home,1,0,0,1,0,AMD Ryzen 9,NVIDIA,8 GB DDR4,1,1,2,4.6
Netbook,2.3,17.3,1920 x 1080 pixels,127,0,4.6,11,512,ASUS,18093258.0,Windows 10 Home,1,0,1,1,0,Intel Core i7,NVIDIA,16 GB DDR4,0,1,2,4.6
Netbook,2.23,16.1,2560 x 1440 pixels,182,1,3.3,11,1024,HP,24074064.0,Windows 10 Home,1,0,1,1,0,AMD Ryzen 9,AMD,16 GB DDR4,1,0,3,3.3
Netbook,2.25,15.6,1920 x 1080 pixels,141,1,2.2,11,512,MSI,14046786.45,Windows 10 Home,2,0,1,1,0,Intel Core i5,NVIDIA,8 GB DDR4,1,2,1,4.5
Netbook,2.1,15.6,1920 x 1080 pixels,141,1,4.7,11,1024,ASUS,19722330.0,Windows 11 Home,1,0,1,0,0,AMD Ryzen 7,NVIDIA,16 GB DDR5,1,2,0,4.7
Netbook,2.1,15.6,1920 x 1080 pixels,141,1,4.7,11,1024,ASUS,19041664.5,Windows 11 Home,1,0,1,0,0,AMD Ryzen 7,NVIDIA,16 GB DDR5,1,2,0,4.7
Netbook,2.3,15.6,2560 x 1440 pixels,170,0,2.5,12,1024,ASUS,56940214.5,Windows 11 Home,1,0,1,0,0,Intel Core i9,NVIDIA,32 GB DDR5,0,4,0,5.0
Netbook,2.3,15.6,2560 x 1440 pixels,170,0,2.5,12,2048,ASUS,50718064.5,Windows 11 Home,1,0,1,0,0,Intel Core i9,NVIDIA,32 GB DDR5,0,4,0,5.0
Netbook,2.1,15.6,1920 x 1080 pixels,141,1,4.7,12,512,ASUS,18049702.95,Windows 11 Home,1,0,1,0,0,AMD Ryzen 7,NVIDIA,16 GB DDR5,1,2,0,4.7
Netbook,2.3,15.6,1920 x 1080 pixels,141,1,5.2,11,1024,Acer,26395114.5,Windows 11 Home,1,0,1,1,0,Intel Core i9,NVIDIA,16 GB DDR4,1,1,0,4.9
Netbook,1.7,15.6,1920 x 1080 pixels,141,1,4.1,11,512,Acer,6785914.5,Windows 11 Home,1,0,0,1,0,Intel Core i3,INTEL,8 GB DDR4,0,2,1,4.1
Netbook,2.57,15.6,1920 x 1080 pixels,141,1,3.2,5,512,Dell,20172964.5,Windows 11 Home,1,0,1,1,0,AMD Ryzen 7,NVIDIA,16 GB DDR4,0,1,2,4.4
Netbook,1.9,15.6,2560 x 1440 pixels,188,0,3.2,5,1024,Lenovo,26960764.5,Windows 11 Home,1,0,1,1,0,AMD Ryzen 7,NVIDIA,16 GB DDR4,1,2,0,4.4
Netbook,1.28,13.3,1366 x 768 pixels,118,0,2.4,11,512,HP,17535150.0,Windows 10 Pro,1,0,1,1,0,Intel Core i5,INTEL,8 GB DDR4,1,2,0,4.2
Netbook,2.25,15.6,2560 x 1440 pixels,188,1,3.0,12,1024,MSI,26018014.5,Windows 11 Home,2,0,1,1,0,Intel Core i7,NVIDIA,16 GB DDR4,1,2,1,4.7
Netbook,1.9,15.6,1920 x 1080 pixels,141,0,3.3,5,1024,MSI,20738614.5,Windows 11 Home,1,0,0,1,0,AMD Ryzen 9,AMD,16 GB DDR4,1,2,0,4.6
Netbook,2.32,16.1,1920 x 1080 pixels,137,1,2.3,11,1024,HP,22248900.0,Windows 10 Home,1,0,1,1,0,Intel Core i7,NVIDIA,8 GB DDR4,1,2,0,4.6
Netbook,2.32,16.1,1920 x 1080 pixels,137,1,4.6,11,1024,HP,23568561.450000003,Windows 11 Home,1,0,1,1,0,Intel Core i7,NVIDIA,16 GB DDR4,1,0,3,4.6
Netbook,1.9,15.6,2560 x 1440 pixels,188,1,3.3,9,1024,ASUS,27337864.5,Windows 10 Home,1,0,1,0,0,AMD Ryzen 9,NVIDIA,16 GB DDR4,2,2,0,4.6
Netbook,2.14,15.6,1920 x 1080 pixels,141,0,2.4,9,256,ASUS,10311799.5,Windows 10 Home,1,0,1,1,0,Intel Core i5,NVIDIA,8 GB DDR4,1,1,2,4.1
Netbook,2.14,15.6,1920 x 1080 pixels,141,0,2.5,10,256,ASUS,11857909.5,Windows 10 Home,1,0,1,1,0,Intel Core i5,NVIDIA,8 GB DDR4,1,1,2,4.5
Netbook,2.45,16.0,2560 x 1600 pixels,189,1,3.2,5,1024,Lenovo,25076961.450000003,Windows 11 Home,1,0,1,1,0,AMD Ryzen 7,NVIDIA,16 GB DDR4,0,4,1,4.4
Netbook,2.21,17.3,1920 x 1080 pixels,127,1,2.2,11,1024,ASUS,16967614.5,Windows 10,1,0,1,1,0,Intel Core i5,NVIDIA,8 GB,0,2,0,4.5
Netbook,2.32,16.1,2560 x 1440 pixels,182,1,1.9,11,1024,HP,27005073.75,Windows 10 Home,1,0,1,1,0,Intel Core i7,NVIDIA,16 GB DDR4,1,0,3,4.6
Netbook,2.3,15.6,1920 x 1080 pixels,141,0,2.5,11,1024,Acer,25642611.450000003,Windows 11 Home,1,0,1,1,0,Intel Core i9,NVIDIA,16 GB DDR4,0,1,0,4.9
Netbook,2.2,16.0,2560 x 1600 pixels,189,0,2.1,11,1024,MSI,39593614.5,Windows 10 Home,2,0,1,1,0,Intel Core i9,NVIDIA,16 GB DDR4,2,2,0,4.9
Netbook,2.2,15.6,1920 x 1080 pixels,141,1,3.3,5,512,Lenovo,10839739.5,Windows 11 Home,1,0,1,1,0,AMD Ryzen 5,NVIDIA,8 GB DDR4,0,2,1,4.2
Netbook,2.6,17.3,1920 x 1080 pixels,127,1,2.7,11,512,ASUS,14706900.0,Windows 10 Home,1,0,1,1,0,Intel Core i5,NVIDIA,8 GB DDR4,1,3,0,4.5
Netbook,2.6,17.3,1920 x 1080 pixels,127,0,2.3,11,512,ASUS,16667820.000000002,Windows 10 Home,1,0,1,1,0,Intel Core i7,NVIDIA,16 GB DDR4,1,3,0,4.6
Netbook,2.45,16.0,2560 x 1600 pixels,189,1,3.2,5,2048,Lenovo,25829464.5,Windows 11 Home,3,0,1,1,0,AMD Ryzen 7,NVIDIA,16 GB DDR4,0,4,1,4.4
Netbook,2.45,16.0,2560 x 1600 pixels,189,0,4.4,5,1024,Lenovo,34879864.5,Windows 10 Home,1,0,1,1,0,AMD Ryzen 7,NVIDIA,32 GB DDR4,0,4,1,4.4
Hybrid,1.3,13.4,1920 x 1200 pixels,169,0,3.0,5,1024,ASUS,28733134.5,Windows 10 Home,1,1,1,1,0,AMD Ryzen 9,NVIDIA,32 GB LPDDR4X,2,1,0,4.6
Netbook,2.4,15.6,1920 x 1080 pixels,141,1,3.2,5,256,Acer,15270664.5,Windows 10 Home,1,0,1,1,0,AMD Ryzen 7,NVIDIA,16 GB DDR4,1,1,0,4.4
Netbook,2.4,15.6,1920 x 1080 pixels,141,1,2.2,11,512,Acer,14141061.45,Windows 10 Home,1,0,0,1,0,Intel Core i5,NVIDIA,8 GB DDR4,1,1,0,4.5
Netbook,2.3,15.6,2560 x 1440 pixels,188,1,2.3,11,512,Acer,22247014.5,Windows 10 Home,1,0,1,1,0,Intel Core i7,NVIDIA,16 GB DDR4,1,1,0,4.6
Netbook,2.3,15.6,1920 x 1080 pixels,141,1,2.7,11,1024,ASUS,14327914.5,Windows 10 Home,1,0,1,1,0,Intel Core i5,NVIDIA,8 GB DDR4,1,3,0,4.5
Netbook,2.1,15.6,1920 x 1080 pixels,141,1,2.9,4,512,ASUS,14893564.5,Windows 10 Home,1,0,1,0,0,AMD Ryzen 7,NVIDIA,8 GB DDR4,1,3,0,4.2
Netbook,2.4,15.6,1920 x 1080 pixels,141,1,2.3,11,256,Acer,19230214.5,Windows 10 Home,1,0,0,1,0,Intel Core i7,NVIDIA,16 GB DDR4,1,1,0,4.6
Netbook,2.3,16.0,2560 x 1440 pixels,184,0,1.9,11,1024,Lenovo,29788825.950000003,Windows 11 Home,1,0,1,1,0,Intel Core i7,NVIDIA,16 GB DDR4,0,2,0,4.6
Netbook,2.2,17.3,1920 x 1080 pixels,127,0,2.5,10,512,MSI,10407960.0,Windows 10 Home,1,0,1,1,0,Intel Core i5,NVIDIA,8 GB DDR4,1,3,0,4.5
Netbook,2.25,15.6,1920 x 1080 pixels,141,1,4.6,11,512,MSI,19797750.0,Windows 10 Home,2,0,0,1,0,Intel Core i7,NVIDIA,16 GB DDR4,1,2,1,4.6
Netbook,2.25,15.6,1920 x 1080 pixels,141,1,2.2,11,512,MSI,15149803.95,Windows 10 Home,2,0,1,1,0,Intel Core i5,NVIDIA,8 GB DDR4,1,2,1,4.5
Netbook,2.4,15.6,1920 x 1080 pixels,141,1,3.2,5,512,Dell,17910364.5,Windows 10,1,0,0,1,0,AMD Ryzen 7,NVIDIA,16 GB DDR4,0,1,2,4.4
Netbook,2.4,15.6,1920 x 1080 pixels,141,1,3.3,5,512,Dell,13385164.5,Windows 10,1,0,0,1,0,AMD Ryzen 5,NVIDIA,8 GB DDR4,0,1,2,4.2
Netbook,2.4,15.6,1920 x 1080 pixels,141,1,1.9,11,1024,Dell,28073209.5,Windows 10,1,0,0,1,0,Intel Core i7,NVIDIA,16 GB DDR4,0,1,2,4.6
Netbook,2.4,15.6,1920 x 1080 pixels,141,1,3.3,5,512,Dell,14987839.5,Windows 10,1,0,0,1,0,AMD Ryzen 5,NVIDIA,16 GB DDR4,0,1,2,4.2
Netbook,2.4,15.6,1920 x 1080 pixels,141,1,1.9,11,512,Dell,18572175.0,Windows 10,1,0,1,1,0,Intel Core i7,NVIDIA,16 GB DDR4,0,1,2,4.6
Netbook,2.25,15.6,1920 x 1080 pixels,141,1,3.3,11,512,Lenovo,17910364.5,Windows 10 Home,1,0,1,1,0,Intel Core i7,NVIDIA,8 GB DDR4,1,2,0,4.8
Netbook,1.3,13.4,3840 x 2400 pixels,338,0,3.0,5,1024,ASUS,29224307.25,Windows 10 Home,1,1,0,1,0,AMD Ryzen 9,NVIDIA,16 GB LPDDR4X,2,1,0,4.6
Netbook,2.4,15.6,1920 x 1080 pixels,141,1,2.4,10,512,Dell,12819514.5,Windows 10,1,0,0,1,0,Intel Core i5,NVIDIA,16 GB DDR4,0,1,2,2.4
Netbook,2.2,15.6,1920 x 1080 pixels,141,1,3.0,4,512,Lenovo,11876764.5,Windows 10 Home,1,0,1,1,0,AMD Ryzen 5,NVIDIA,8 GB DDR4,0,2,1,4.0
Netbook,2.3,15.6,1920 x 1080 pixels,141,1,3.3,5,1024,ASUS,21492814.5,Windows 10 Home,1,0,1,0,0,AMD Ryzen 9,NVIDIA,16 GB DDR4,1,3,0,4.6
Netbook,2.23,15.6,1920 x 1080 pixels,141,1,3.1,11,512,HP,13196614.5,Windows 10 Home,1,0,1,1,0,Intel Core i5,NVIDIA,8 GB DDR4,1,0,3,4.4
Netbook,1.86,15.6,1920 x 1080 pixels,141,0,5.0,10,512,MSI,14499495.0,Windows 10 Home,2,0,1,1,0,Intel Core i7,NVIDIA,16 GB DDR4,1,3,0,5.0
Netbook,2.23,15.6,1920 x 1080 pixels,141,1,3.3,11,512,HP,20910195.0,Windows 10 Home,1,0,1,1,0,Intel Core i7,NVIDIA,16 GB DDR4,1,0,3,4.8
Netbook,2.3,15.6,2560 x 1440 pixels,188,1,2.3,11,512,Acer,18193189.5,Windows 10 Home,1,0,1,1,0,Intel Core i7,NVIDIA,16 GB DDR4,1,1,0,4.6
Netbook,1.86,15.6,1920 x 1080 pixels,141,1,4.5,10,512,MSI,11311114.5,Windows 10 Home,2,0,1,1,0,Intel Core i5,NVIDIA,8 GB DDR4,1,3,0,4.5
Netbook,1.7,14.0,2560 x 1440 pixels,210,0,3.0,5,1024,ASUS,24910094.700000003,Windows 10 Home,1,0,1,1,0,AMD Ryzen 9,NVIDIA,16 GB DDR4,2,2,0,4.6
Netbook,2.25,15.6,1920 x 1080 pixels,141,1,3.1,11,512,Lenovo,13038232.5,Windows 10 Home,1,0,1,1,0,Intel Core i5,NVIDIA,8 GB DDR4,1,2,0,4.4
Netbook,2.35,15.6,1920 x 1080 pixels,141,0,4.4,11,1024,MSI,18063090.0,Windows 10 Home,1,0,1,1,0,AMD Ryzen 7,AMD,16 GB DDR4,0,2,1,4.4
Netbook,1.7,14.0,2560 x 1440 pixels,210,0,3.0,5,1024,ASUS,24511500.0,Windows 10 Home,1,0,1,0,0,AMD Ryzen 9,NVIDIA,16 GB DDR4,1,3,0,4.6
Netbook,2.4,15.6,1920 x 1080 pixels,141,1,3.2,5,512,Lenovo,17721814.5,Windows 10 Home,1,0,1,1,0,AMD Ryzen 7,NVIDIA,8 GB DDR4,2,3,0,4.4
Netbook,2.32,16.1,1920 x 1080 pixels,137,1,2.3,11,1024,HP,25023790.35,Windows 10 Home,1,0,1,1,0,Intel Core i7,NVIDIA,8 GB DDR4,1,2,0,4.6
Netbook,2.25,15.6,1920 x 1080 pixels,141,1,3.1,11,512,Lenovo,14893564.5,Windows 10 Home,1,0,1,1,0,Intel Core i5,NVIDIA,8 GB DDR4,1,2,0,4.4
Netbook,2.1,15.6,1920 x 1080 pixels,141,1,2.9,4,512,ASUS,15647764.500000002,Windows 10 Home,1,0,1,0,0,AMD Ryzen 7,NVIDIA,8 GB DDR4,1,3,0,4.2
Netbook,1.86,15.6,1920 x 1080 pixels,141,1,5.0,10,1024,MSI,16818660.0,Windows 10 Home,2,0,0,1,0,Intel Core i7,NVIDIA,16 GB DDR4,2,2,0,5.0
Netbook,2.4,15.6,1920 x 1080 pixels,141,1,3.2,5,512,Lenovo,19797750.0,Windows 10 Home,1,0,1,1,0,AMD Ryzen 7,NVIDIA,16 GB DDR4,0,3,1,4.4
Netbook,2.4,15.6,1920 x 1080 pixels,141,0,2.3,11,512,Lenovo,20738614.5,Windows 10,1,0,1,1,0,Intel Core i7,NVIDIA,16 GB DDR4,0,4,1,4.6
Netbook,2.25,15.6,1920 x 1080 pixels,141,1,4.6,11,1024,MSI,18232785.0,Windows 10 Home,2,0,0,1,0,Intel Core i7,NVIDIA,16 GB DDR4,1,2,1,4.6
Netbook,2.2,15.6,1920 x 1080 pixels,141,1,2.5,10,512,Lenovo,11688214.5,Windows 10 Home,1,0,1,1,0,Intel Core i5,NVIDIA,8 GB DDR4,0,2,1,4.5
Netbook,2.4,15.6,1920 x 1080 pixels,141,1,3.2,5,512,Lenovo,20927164.5,Windows 10 Home,1,0,1,1,0,AMD Ryzen 7,NVIDIA,16 GB DDR4,0,3,1,4.4
Netbook,2.25,15.6,1920 x 1080 pixels,141,1,3.3,11,512,Lenovo,15647764.500000002,Windows 10 Home,1,0,1,1,0,Intel Core i7,NVIDIA,8 GB DDR4,0,2,1,4.8
Netbook,2.3,15.6,1920 x 1080 pixels,141,0,2.3,11,1024,ASUS,17252136.45,Windows 10 Home,1,0,1,1,0,Intel Core i7,NVIDIA,16 GB DDR4,1,3,0,4.6
Netbook,1.7,14.0,1920 x 1080 pixels,157,0,3.0,5,1024,ASUS,22624114.5,Windows 10 Home,1,0,1,1,0,AMD Ryzen 9,NVIDIA,16 GB DDR4,2,2,0,4.6
Netbook,2.0,15.6,1920 x 1080 pixels,141,1,3.3,11,1024,ASUS,24492645.0,Windows 10 Home,1,0,1,0,0,Intel Core i7,NVIDIA,16 GB DDR4,1,0,0,4.8
Netbook,2.14,15.6,1920 x 1080 pixels,141,0,2.2,10,512,ASUS,16967614.5,Windows 10 Home,1,0,1,1,0,Intel Core i7,NVIDIA,8 GB DDR4,1,1,2,5.0
Ultrabook,2.3,15.6,1920 x 1080 pixels,141,0,2.9,4,1024,ASUS,16969311.45,Windows 10 Home,1,0,1,1,0,AMD Ryzen 7,NVIDIA,8 GB DDR4,1,2,1,4.2
Netbook,2.3,15.6,1920 x 1080 pixels,141,1,3.0,5,1024,ASUS,22624114.5,Windows 10 Home,1,0,1,0,0,AMD Ryzen 9,NVIDIA,16 GB DDR4,1,3,0,3.0
