Laptop Brand,Price,Series,Device Type,OS,Dimensions,Weight,Warranty,Type,Touch,Size,Resolution,PPI,Anti Glare Screen,Features,Ethernet,HDMI,Microphone In,Headphone Jack,Camera,Keyboard,Keyboard Backlit,Inbuilt Microphone,Speakers,Optical Drive,Processor,Speed,Cache,Brand,Generation,GPU,Dedicated Memory,RAM,Solid State Drive,Battery,Sales Package,USB Type-C,USB 3.0,USB 2.0
ASUS,17910364.5,Ryzen 7 ,Netbook,Windows 10 Home,299 x 222 x 15.8 mm,1.3 kg,1,LED ,Yes,13.4 inches,1920 x 1200 pixels,~ 169,No,"WUXGA LED Backlit LCD Glossy IPS-Level Touch Display with Adaptive Sync (16:10 Aspect Ratio, 120 Hz Refresh Rate, 300 nits Brightness, 1000:1 Contrast Ratio, 72% NTSC Color Gamut, 100% sRGB, 75% Adobe, 75% DCI-P3, Pantone Validated)",No,1 x HDMI 2.0b Port,Yes,Yes,Yes,"Backlit Chiclet Keyboard, Yes",Yes,Built-in Array Microphone,2 x 1 W Speaker with Smart Amp Technology,No,AMD Ryzen 7,"2.8 GHz, Octa Core",16,NVIDIA,,NVIDIA GeForce GTX 1650,GDDR6 4 GB,16 GB LPDDR4X,1 TB,4 Cell Battery,"Laptop, TYPE-C Power Adaptor, User Guide, Warranty Documents, GV301 sleeve bag, Pen",2,1,1
ASUS,24509614.5,Ryzen 9 ,Netbook,Windows 10 Home,299 x 222 x 15.8 mm,1.3 kg,1,LCD ,Yes,13.4 inches,3840 x 2400 pixels,~ 338,No,"WQUXGA LED Backlit LCD Glossy IPS-Level Touch Display with Adaptive Sync (16:10 Aspect Ratio, 60 Hz Refresh Rate, 300 nits Brightness, 1000:1 Contrast Ratio, 82% NTSC Color Gamut, 116% sRGB, 86% Adobe, 85% DCI-P3, Pantone Validated)",No,1 x HDMI v2.0 Port,Yes,Yes,Yes,"Backlit Chiclet Keyboard, Yes",Yes,Built-in Array Microphones,Built-in Dual Speakers,No,AMD Ryzen 9,"3 GHz, Octa Core Turbo Boost Upto 4.6 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce GTX 1650,GDDR6 4 GB,32 GB LPDDR4X,1 TB,4 Cell Battery,"Laptop, TYPE-C Power Adaptor, User Guide, Warranty Documents, GV301 sleeve bag, Stylus Pen",2,1,1
ASUS,23472589.5,Core i7,Netbook,Windows 10 Home,360 x 275 x 25.8 mm,2.3 kg,1,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD LED Backlit IPS Display (144 Hz Refresh Rate, 250 nits Brightness, 1:1000 Contrast Ratio, 45% NTSC Color Gamut, 67% sRGB, 50% Adobe)",10/100/1000 Mbps,1 x HDMI v2.0b Port,Yes,Yes,No,"Backlit Chiclet Keyboard (4-Zone RGB), Yes",Yes,Built-in Array Microphone,Built-in Dual Speakers,No,Intel Core i7,"2.2 GHz, Octa Core Turbo Boost Upto 5 GHz",16 MB,NVIDIA,10th Gen,NVIDIA GeForce RTX 2060,GDDR6 6 GB,16 GB DDR4,1 TB,4 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents, Mouse Pad(ROG)",1,3,0
ASUS,30166114.5,Ryzen 9 ,Netbook,Windows 10 Home,359 x 256 x 24.7 mm,2.3 kg,1,IPS Level,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD Display, IPS Level, 300 Hz",10/100/1000 Mbps,1 x HDMI 2.0b Port,Yes,Yes,Yes,"Perkey RGB , Yes",Yes,Built-in Array Microphone,Built-in Speaker,No,AMD Ryzen 9,"3.3 GHz, Octa Core Turbo Boost Upto 4.6 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce RTX 3070,GDDR6 8 GB,16 GB DDR4,1 TB,4 Cell Battery,"Laptop, Power Adaptor, User Guide, USB Rog Eye Clip webcam",0,3,0
ASUS,27337864.5,Ryzen 9 ,Netbook,Windows 10 Home,359 x 256 x 24.7 mm,2.3 kg,1,IPS Level,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD Display, IPS Level, 300 Hz",10/100/1000 Mbps,1 x HDMI 2.0b Port,Yes,Yes,Yes,"Perkey RGB , Yes",Yes,Built-in Array Microphone,Built-in Speaker,No,AMD Ryzen 9,"3.3 GHz, Octa Core Turbo Boost Upto 4.6 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce GTX nVidia RTX 3060,GDDR6 6 GB,16 GB DDR4,1 TB,4 Cell Battery,"Laptop, Power Adaptor, User Guide, USB Rog Eye Clip webcam",0,3,0
Lenovo,8823008.700000001,Core i5,Netbook,Windows 10 Home,363 x 254.6 x 23.9 mm,2.19 kg,1,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,Full HD LED Backlit IPS Display ,100/1000 Mbps,1 x HDMI v2.0 Port,Yes,Yes,Yes,"English Backlit Blue Keyboard, Yes",Yes,Dual Array Microphone,Built-in Dual Speakers,No,Intel Core i5,"2.4 GHz, Quad Core Turbo Boost Upto 4.1 GHz",8 MB,NVIDIA,9th Gen,NVIDIA Geforce GTX 1050,GDDR5 3 GB,8 GB DDR4,,,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,2,0
HP,25829464.5,Core i7,Netbook,Windows 10 Home,357.9 x 239.7 x 22.9 mm,2.45 kg,1,LED,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Diagonal, Full HD 7 ms response time, IPS, micro-edge, 300 nits, 72% NTSC Display",No,,Yes,Yes,Yes,"Full-size, 4-zone RGB, shadow black keyboard with 26-Key Rollover Anti-Ghosting Key technology",Yes,Integrated Dual Array Digital Microphone,Dual Speakers,No,Intel Core i7,"2.2 GHz, Octa Core Turbo Boost Upto 5 GHz",16 MB,NVIDIA,10th Gen,NVIDIA GeForce RTX 3060,6 GB,16 GB DDR4,512 GB,6 Cell Battery,"Laptop, Power Adapter",0,2,0
ASUS,15742039.500000002,Core i5,Netbook,Windows 10 Home,,2 kg,1,"Full HD LED Backlit, IPS Display (250nits Brightness, 144 Hz Refresh Rate, 45% NTSC Color Gamut, 62.5% sRGB)",No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,,10/100/1000,1 x HDMI v2.0b Port,Yes,Yes,No,"Backlit Chiclet Keyboard, Yes",Yes,Built-in array microphone,Built in Dual Speakers,No,Intel Core i5,"3.1 GHz, Quad Core Turbo Boost Upto 4.4 GHz",8 MB,NVIDIA,11th Gen,NVIDIA GeForce RTX 3060,GDDR6 6 GB,16 GB DDR4,512 GB,4 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,3,4
ASUS,28469164.5,Ryzen 9 ,Netbook,Windows 10 Home,395 x 282 x 27.5 mm,2.7 kg,1,"Full HD LED Backlit IPS Display with Adaptive Sync (16:9 Aspect Ratio, 300 Hz Refresh Rate, 3ms Response Time (G2G) 300 nits Brightness, 1000:1 Contrast Ratio, 72% NTSC Color Gamut, 100% sRGB, 75.35% Adobe)",No,17.3 inches,1920 x 1080 pixels,~ 127,Yes,,10/100/1000 Mbps,1 x HDMI v2.0 Port,Yes,Yes,No,"Backlit Chiclet Keyboard Per-Key RGB, Yes",Yes,Built-in Array Microphones,Built-in Dual Speakers,No,AMD Ryzen 9,"3.3 GHz, Octa Core Turbo Boost Upto 4.6 GHz",20 MB,NVIDIA,5th Gen,NVIDIA GeForce RTX 3060,GDDR6 6 GB,16 GB DDR4,1 TB,4 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,3,0
ASUS,20172964.5,Ryzen 9 ,Netbook,Windows 10 Home,324 x 220 x 17.9 mm,1.6 kg,1,IPS ,No,14 inches,2560 x 1440 pixels,~ 210,Yes,"Quad HD, IPS Display (300nits Brightness, 60 Hz Refresh Rate, 72% NTSC Color Gamut, 100% sRGB)",No,1 x HDMI v2.0 Port,Yes,Yes,No,"Backlit Chiclet Keyboard, Yes",Yes,Built-in array microphone,Built in Dual Speakers,No,AMD Ryzen 9,"3 GHz, Octa Core Turbo Boost Upto 4.3 GHz",8 MB,NVIDIA,4th Gen,NVIDIA GeForce GTX 1660Ti,GDDR6 6 GB,16 GB DDR4,512 GB,4 Cell Battery,"Laptop, Power Adaptor, User Guide, FHD�1080P@60FPS�external�camera, ROG�sleeve",1,2,0
ASUS,27339750.0,Core i7,Netbook,Windows 10 Home,399 x 272 x 18.7 mm,2.6 kg,1,LED ,No,17.3 inches,1920 x 1080 pixels,~ 127,Yes,"Full HD LED Backlit IPS Display with G-Sync (300 nits Brightness, 72% NTSC Color Gamut, 300 Hz Refresh Rate, 3 ms Response Time (G2G) 1000:1 Contrast Ratio, 100% sRGB, 75.35% Adobe, Pantone Validated)",No,1 x HDMI v2.0b Port,Yes,Yes,No,"Backlit Chiclet Keyboard Per-Key RGB, Yes",Yes,Built-in Array Microphone,Built-in Dual Speakers,No,Intel Core i7,"2.3 GHz, Octa Core Turbo Boost Upto 5.1 GHz",16 MB,NVIDIA,10th Gen,NVIDIA Geforce RTX RTX 2070 Super ,GDDR6 8 GB,32 GB DDR4,1 TB,4 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,2,3
ASUS,22624114.5,Ryzen 9 ,Netbook,Windows 10 Home,,1.6 kg,1,IPS ,No,14 inches,2560 x 1440 pixels,~ 210,Yes,"Quad HD, IPS Display (300nits Brightness, 60 Hz Refresh Rate, 72% NTSC Color Gamut, 100% sRGB)",No,1 x HDMI v2.0 Port,Yes,Yes,No,"Backlit Chiclet Keyboard, Yes",Yes,Built-in array microphone,Built in Dual Speakers,No,AMD Ryzen 9,"3 GHz, Octa Core Turbo Boost Upto 4.3 GHz",8 MB,NVIDIA,4th Gen,NVIDIA GeForce GTX 1660Ti,GDDR6 6 GB,16 GB DDR4,1 TB,4 Cell Battery,"Laptop, Power Adaptor, User Guide, Sleeve",1,2,0
Dell,60334114.5,Core i9,Netbook,Windows 10 Home,360 x 276 x 20 mm,2.5 kg,1,OLED ,No,15.6 inches,1920 x 1200 pixels,~ 141,No,Tobii Eyetracking Technology,,1 x HDMI 2.0b Port,Yes,Yes,Yes,English International Keyboard,Yes,Built-in Microphone,Built-in Dual Speakers,No,Intel Core i9,"2.4 GHz, Octa Core Turbo Boost Upto 5.3 GHz",16 MB,NVIDIA,10th Gen,NVIDIA GeForce RTX 2080,GDDR6 8 GB,32 GB DDR4,1 TB,6 Cell Battery,,0,3,0
ASUS,19607314.5,Ryzen 7,Netbook,Windows 10 Home,359 x 256 x 25 mm,2.3 kg,1,LED,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"144Hz Refresh Rate, Anti-Glare IPS-level Adaptive-Sync display",No,1 x HDMI Port,Yes,Yes,Yes,,,Yes,2x 2W Speaker,No,AMD Ryzen 7,"3.2 GHz, Octa Core Turbo Boost Upto 4.4 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce RTX 3060,GDDR6  6 GB,16 GB DDR4,512 GB,4 Cell Battery,"Laptop, AC Adapter, User Guide, Manuals",0,4,0
ASUS,33090525.000000004,Core i9,,Windows 10 Home,360 x 275 x 24.9 mm,2.35 kg,1,LED,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD LED Backlit IPS Display (300 nits Brightness, 16:9 Aspect Ratio, 178 Degree Viewing Angle, 1:1000 Contrast Ratio, 72% NTSC Color Gamut, 100% sRGB, 75.35% Adobe, 3ms Response Time (G2G)",,,Yes,Yes,No,Chiclet Per-Key RGB Keyboard,Yes,Built-in Array Microphone,Built-in Dual Speakers,No,Intel Core i9,"2.4 GHz, Octa Core Turbo Boost Upto 5.3 GHz",16 MB,NVIDIA,10th Gen,NVIDIA Geforce RTX 2070 Super,8 GB,32 GB DDR4,2 TB,4 Cell Battery,,0,4,0
HP,15836314.500000002,Core i7,Netbook,Windows 10 Home,360 x 256 x 23 mm,2.23 kg,1,IPS,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes, 60 Hz Refresh Rate,,1 x HDMI Port,Yes,Yes,Yes,,,Dual Array Digital Microphone,Dual speakers,No,Intel Core i7,"2.2 GHz, Octa Core Turbo Boost Upto 5 GHz",16 MB,NVIDIA,10th Gen,NVIDIA GeForce GTX 1650Ti,GDDR6  4 GB,16 GB DDR4,512 GB,3 Cell Battery,"Laptop, Power Adapter",1,2,1
ASUS,18664564.5,Core i7,Netbook,Windows 10 Home,399 x 293 x 26.2 mm,3 kg,1,LED ,No,17.3 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD LED Backlit IPS Display (144 Hz Refresh Rate, 250 nits Brightness, 1:1000 Contrast Ratio, 45% NTSC Color Gamut, 67% sRGB, 50% Adobe)",10/100/1000 Mbps,1 x HDMI v2.0b Port,Yes,,No,"Backlit Chiclet Keyboard (4-Zone RGB), Yes",Yes,Built-in Array Microphone,Built-in Dual Speakers,No,Intel Core i7,"2.6 GHz, Hexa Core Turbo Boost Upto 5 GHz",12 MB,NVIDIA,10th Gen,NVIDIA Geforce GTX 1660 Ti,GDDR6 6 GB,16 GB DDR4,1 TB,4 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,3,0
ASUS,12065314.5,Core i5,Netbook,Windows 10,359 x 256 x 25 mm,2.3 kg,0,LED,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,,,1 x HDMI Port,Yes,Yes,Yes,,,Yes,,No,Intel Core i5,"2.5 GHz, Quad Core Turbo Boost Upto 4.5 GHz",8 MB,NVIDIA,10th Gen,NVIDIA GeForce GTX 1650,GDDR6  4 GB,8 GB DDR4,256 GB,3 Cell Battery,"Laptop, AC Adapter, User Guide, Manuals",1,2,1
ASUS,21304264.5,Ryzen 7,Netbook,Windows 10 Home,359 x 256 x 24 mm,2.3 kg,1,LED,No,15.6 inches,1920 x 1080 pixels,~ 141,No,,,1 x HDMI Port,Yes,Yes,Yes,,,Yes,,No,AMD Ryzen 7,"3.2 GHz, Octa Core Turbo Boost Upto 4.4 GHz",16 MB,AMD,5th Gen,GeForce RTX 3060,6 GB,16 GB,1 TB,3 Cell Battery,"Laptop, AC Adapter, User Guide, Manuals, TUF Sticker",0,2,0
ASUS,18834259.5,Core i7,Netbook,Windows 10 Home,350 x 30 x 14 mm,3.72 kg,1,LED,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,,,1 x HDMI Port,Yes,Yes,Yes,,Yes,Yes,,No,Intel Core i7,"2.2 GHz, Octa Core Turbo Boost Upto 5 GHz",16 MB,NVIDIA,10th Gen,NVIDIA GeForce GTX 1660 Ti,6 GB,16 GB,1 TB,3 Cell Battery,"Laptop, Manual, Adaptor",0,2,0
ASUS,16401964.500000002,Core i7,Netbook,Windows 10 Home,300 x 280 x 20 mm,2 kg,1,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD LED Backlit IPS Display (144 Hz Refresh Rate, 250 nits Brightness, 1:1000 Contrast Ratio, 45% NTSC Color Gamut, 67% sRGB, 50% Adobe, 170 Degree Viewing Angle)",10/100/1000 Mbps,1 x HDMI v2.0b Port,Yes,Yes,No,"Chiclet Backlit RGB Keyboard, Yes",Yes,Built-in Array Microphone,Built-in Dual Speakers,No,Intel Core i7,"2.6 GHz, Hexa Core Turbo Boost Upto 5 GHz",12 MB,NVIDIA,10th Gen,NVIDIA Geforce GTX 1650 Ti,GDDR6 4 GB,16 GB DDR4,1 TB,3 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,3,0
MSI,29223364.5,Core i7,Netbook,Windows 10 Home,358 x 267 x 23.4 mm,2.38 kg,2,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,No,"Full HD LED Backlit IPS Display (144 Hz Refresh Rate, 100% sRGB, 72% NTSC Color Gamut)",Intel Ethernet I225-V,1 x HDMI v2.0 Port,Yes,,Yes,Steelseries Per Key RGB Gaming Keyboard,Yes,Built-in Microphones,Built-in Dual Speakers,No,Intel Core i7,"2.2 GHz, Octa Core Turbo Boost Upto 5 GHz",16 MB,NVIDIA,10th Gen,NVIDIA GeForce RTX 3060,GDDR6 6 GB,16 GB DDR4,1 TB,4 Cell Battery,"Laptop, Battery, Power Adapter, Air Gaming Backpack, User Guide",1,3,0
MSI,54677614.5,Core i7,Netbook,Windows 10 Home,397 x 284 x 25.9 mm,2.9 kg,2,LED ,No,17.3 inches,1920 x 1080 pixels,~ 127,No,"Full HD LED Backlit Display (300 Hz Refresh Rate, 100% sRGB)",Killer E3100,1 x HDMI v2.0 Port,Yes,Yes,Yes,Steelseries Per Key RGB Gaming Keyboard,Yes,Built-in Microphones,Built-in Dual Speakers,No,Intel Core i7,"2.2 GHz, Octa Core Turbo Boost Upto 5 GHz",16 MB,NVIDIA,10th Gen,NVIDIA GeForce RTX 3080,GDDR6 16 GB,32 GB DDR4,2 TB,4 Cell Battery,"Laptop, Battery, Power Adapter, Stealth Trooper Backpack, User Guide",1,2,1
HP,15270664.5,Core i7,Netbook,Windows 10 Home,360 x 256 x 23.4 mm,2.23 kg,1,IPS ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,Full HD IPS Micro-Edge Display,Integrated 10/100/1000 GbE LAN,1 x HDMI v2.0 Port,Yes,Yes,Yes,"Full-Size Island-Style Ultra Violet with Numeric Keypad, Yes",Yes,Integrated Dual Array Digital Microphone,Built-in Dual Speakers,No,Intel Core i7,"2.6 GHz, Hexa Core Turbo Boost Upto 5 GHz",12 MB,NVIDIA,10th Gen,NVIDIA GeForce GTX 1650,GDDR6 4 GB,16 GB DDR4,512 GB,3 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,0,2
HP,14804946.0,Core i5,Netbook,Windows 10 Pro,,,1,LED,No,14 inches,1366 x 768 pixels,~ 112,No,,,1 x HDMI Port,Yes,Yes,Yes,,,Yes,,No,Intel Core i5,"1 GHz, Quad Core Turbo Boost Upto 3.6 GHz",6 MB,INTEL,10th Gen,Intel UHD Graphics,,8 GB DDR4,512 GB,,"1 x Laptop, 1 x Adapter, 1 x User Instruction Book",1,2,0
HP,11201001.3,Core i5,Netbook,Windows 10 Home,,2.23 kg,1,IPS ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD IPS Micro-Edge Display (250 nits Brightness, 45% NTSC Color Gamut)",Integrated 10/100/1000 GbE LAN,1 x HDMI v2.0 Port,Yes,Yes,Yes,"Full-Size Island-Style Ultra Violet with Numeric Keypad, Yes",Yes,Integrated Dual Array Digital Microphone,Built-in Dual Speakers,No,Intel Core i5,"2.5 GHz, Quad Core Turbo Boost Upto 4.5 GHz",8 MB,NVIDIA,10th Gen,NVIDIA GeForce GTX 1650Ti,GDDR6 4 GB,8 GB DDR4,512 GB,3 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,0,2
MSI,17533264.5,Core i7,Netbook,Windows 10 Home,,1.86 kg,2,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,No,"Full HD LED Backlit IPS Display (144Hz Refresh Rate, 45% NTSC Color Gamut)",,1 x HDMI Port,Yes,Yes,Yes,Single Backlight Keyboard (White),Yes,Built-in Microphones,Built-in Dual Speakers,No,Intel Core i7,2.6 GHz,,NVIDIA,10th Gen,NVIDIA GeForce RTX 2060,GDDR6 6 GB,16 GB DDR4,512 GB,3 Cell Battery,"Laptop, Battery, Power Adapter, User Guide",2,2,0
ASUS,43364614.5,Ryzen 9 ,Netbook,Windows 10 Home,354 x 259 x 27.2 mm,2.3 kg,1,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD LED Backlit IPS Display with Adaptive Sync (16:9 Aspect Ratio, 300 Hz Refresh Rate, 3ms Response Time (G2G) 300 nits Brightness, 1000:1 Contrast Ratio, 72% NTSC Color Gamut, 100% sRGB, 75.35% Adobe)",10/100/1000 Mbps,1 x HDMI v2.0 Port,Yes,Yes,No,Optical Mech Keyboard Per-Key RGB,Yes,Built-in Array Microphones,Built-in Dual Speakers,No,AMD Ryzen 9,"3.3 GHz, Octa Core",20 MB,NVIDIA,,NVIDIA GeForce RTX 3080,GDDR6 16 GB,32 GB DDR4,1 TB,4 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,3,0
Lenovo,35824311.45,Core i9,Netbook,Windows 10,,,1,,No,15.6 inches,1920 x 1080 pixels,~ 141,No,,No,1 x HDMI Port,Yes,Yes,Yes,,,Yes,,No,Intel Core i9,,,NVIDIA,10th Gen,NVIDIA GeForce RTX 2080 super max-q,GDDR6 8 GB,16 GB DDR4,1 TB,,"Gaming laptop, Adaptor, User manual",1,2,0
ASUS,14629594.5,Core i5,Netbook,Windows 10 Home,359 x 256 x 24.9 mm,2.3 kg,1,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD LED Backlit IPS Display (250 nits Brightness, 1000:1 Contrast Ratio, 45% NTSC Color Gamut, 62.5% sRGB, 47.1% Adobe, 144 Hz Refresh Rate)",10/100/1000 Mbps,1 x HDMI v2.0b Port,Yes,Yes,Yes,"Backlit Chiclet RGB Keyboard, Yes",Yes,Built-in Array Microphone,Built-in Speakers,No,Intel Core i5,"2.5 GHz, Quad Core Turbo Boost Upto 4.5 GHz",8 MB,NVIDIA,10th Gen,NVIDIA GeForce GTX 1660 Ti,GDDR6 6 GB,8 GB DDR4,512 GB,4 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,2,1
ASUS,11688214.5,Core i5,Netbook,Windows 10 Home,359 x 256 x 24.9 mm,2.3 kg,1,,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD LED Backlit IPS Display (45% NTSC Color Gamut, 200 nits Brightness, 60 Hz Refresh Rate, 700:1 Contrast Ratio, 62.5% sRGB, 47.3% Adobe)",10/100/1000 Mbps,1 x HDMI v2.0b Port,Yes,Yes,Yes,"Backlit Chiclet RGB Keyboard, Yes",Yes,Built-in Array Microphone,Built-in Speakers,No,Intel Core i5,"2.5 GHz, Quad Core Turbo Boost Upto 4.5 GHz",8 MB,NVIDIA,10th Gen,NVIDIA GeForce GTX 1650 Ti,GDDR6 4 GB,8 GB DDR4,512 GB,3 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,2,1
ASUS,31297414.500000004,Ryzen 9 ,Netbook,Windows 10 Home,324 x 220 x 19.9 mm,1.7 kg,1,LED ,No,14 inches,2560 x 1440 pixels,~ 210,Yes,"Quad HD LED Backlit IPS Display (300 nits Brightness, 72% NTSC Color Gamut, 60 Hz Refresh Rate, 800:1 Contrast Ratio, 100% sRGB, 75.35% Adobe, 170 Degree Viewing Angle, Pantone Validated)",No,1 x HDMI v2.0b Port,Yes,Yes,No,"Backlit Chiclet Keyboard, Yes",Yes,Built-in Array Microphone,Built-in Dual Speakers,No,AMD Ryzen 9,"3 GHz, Octa Core Turbo Boost Upto 4.3 GHz",12 MB,NVIDIA,4th Gen,NVIDIA Geforce RTX 2060 with Max-Q Design,GDDR6 6 GB,32 GB DDR4,1 TB,4 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,2,0
MSI,26376070.950000003,Core i7,Netbook,Windows 10 Home,359 x 254 x 22 mm,1.86 kg,1,IPS,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,FHD IPS-Level 144 Hz sRGB Display,No,1 x HDMI Port,Yes,Yes,Yes,Backlight White Keyboard,Yes,Yes,2W Dual Speaker,No,Intel Core i7,"2.6 GHz, Hexa Core Turbo Boost Upto 5 GHz",12 MB,NVIDIA,10th Gen,NVIDIA GeForce RTX 2060,4 GB,16 GB DDR4,512 GB,3 Cell Battery,"Main Unit, Charging Cable, Charging Adapter, User Manual, Warranty Card",0,4,0
HP,18193189.5,Core i7,Netbook,Windows 10 Home,370 x 262 x 23.5 mm,2.3 kg,1,LED ,No,16.1 inches,1920 x 1080 pixels,~ 137,Yes,"Full HD LED Backlit IPS Micro-edge Display (300 nits Brightness, 144 Hz Refresh Rate, 137 PPI, 72% NTSC Color Gamut)",Integrated 10/100/1000 Gigabit Ethernet LAN,1 x HDMI v2.0 Port,Yes,Yes,Yes,Full-size Ghost Shadow Black Keyboard with Numeric Keypad,Yes,Integrated Dual Array Digital Microphone,Built-in Dual Speakers,No,Intel Core i7,"2.2 GHz, Octa Core Turbo Boost Upto 5 GHz",16 MB,NVIDIA,10th Gen,NVIDIA Geforce GTX 1650 Ti,GDDR6 4 GB,16 GB DDR4,256 GB,3 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,0,1
ASUS,13762264.5,Core i7,Netbook,Windows 10 Home,359 x 248 x 21.9 mm,2.14 kg,1,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD LED Backlit IPS Display (250 nits Brightness, 45% NTSC Color Gamut, 80 % Screen-to-body Ratio)",10/100/1000 Mbps,1 x HDMI 1.4 Port,Yes,Yes,Yes,"Backlit Chiclet Keyboard, Yes",Yes,Built-in Microphone,Built-in Speaker,No,Intel Core i7,"2.6 GHz, Hexa Core Turbo Boost Upto 5 GHz",12 MB,NVIDIA,10th Gen,NVIDIA Geforce GTX 1650,GDDR6 4 GB,8 GB DDR4,256 GB,3 Cell Battery,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,1,2
MSI,33937114.5,Core i7,Netbook,Windows 10 Home,397 x 268 x 29 mm,2.6 kg,2,LED,No,17.3 inches,1920 x 1080 pixels,~ 141,Yes,144Hz Thin Bezel,,1 x HDMI Port,Yes,Yes,Yes,Gaming Keyboard,Yes,Dual Array Digital Microphone,Stereo Speakers,No,Intel Core i7,"2.6 GHz, Hexa Core Turbo Boost Upto 5 GHz",12 MB,NVIDIA,10th Gen,NVIDIA GeForce RTX 2070,8 GB,16 GB DDR4,512 GB,6 Cell Battery,"Laptop, battery, power adapter, user guide",1,3,0
Lenovo,16967614.5,Core i7,Netbook,Windows 10 Home,363.06 x 259.61 x 26.1 mm,2.3 kg,1,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD LED Backlit IPS Display (250 nits Brightness, 16:9 Aspect Ratio, 45% NTSC Color Gamut, 120 Hz Refresh Rate)",100/1000 Mbps,1 x HDMI v2.0 Port,Yes,Yes,Yes,"English , Yes",Yes,Integrated Dual Array Microphone,Built-in Dual Speakers,No,Intel Core i7,"2.6 GHz, Hexa Core Turbo Boost Upto 5 GHz",12 MB,NVIDIA,10th Gen,NVIDIA GeForce GTX 1650,GDDR6 4 GB,16 GB DDR4,256 GB,,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,4,0
Lenovo,11689911.450000001,Ryzen 5 ,Netbook,Windows 10 Home,359 x 249.6 x 24.9 mm,2.2 kg,1,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD LED Backlit IPS Display (250 nits Brightness, 60 Hz Refresh Rate)",100/1000 Mbps (Gigabit Ethernet),1 x HDMI v2.0 Port,Yes,Yes,Yes,"English Blue LED , Yes",Yes,Dual Array Microphone,Built-in Dual Speakers,No,AMD Ryzen 5,"3 GHz, Hexa Core Turbo Boost Upto 4 GHz",8 MB,NVIDIA,4th Gen,NVIDIA Geforce GTX 1650,GDDR6 4 GB,8 GB DDR4,256 GB,,"Laptop, Power Adaptor, User Guide, Warranty Documents",1,2,0
ASUS,21871800.0,Core i7,,Windows 10 Home,,2.24 kg,1,LED,No,17.3 inches,1920 x 1080 pixels,~ 127,Yes,Full HD Display,,,Yes,Yes,No,Gaming Keyboard,Yes,Array Microphone,Dual Speakers,No,Intel Core i7,"2.6 GHz, Hexa Core Turbo Boost Upto 5 GHz",12 MB,INTEL,10th Gen,RTX2060,6 GB,16 GB DDR4,1 TB,,,0,0,0
